rightwing,gender,age,extraverted,critical,dependable,anxious,open,reserved,sympathetic,disorganized,calm,conventional
40,female,35,4,4,3,6,4,1,7,4,1,1
118,male,28,4,6,6,2,6,5,3,4,6,4
93,male,54,3,5,5,5,6,3,5,2,5,1
49,male,31,5,5,6,6,7,5,3,5,3,2
91,male,42,4,5,5,6,4,4,3,5,3,4
25,male,37,2,6,3,3,5,5,6,3,3,3
42,male,25,4,3,5,1,7,5,6,5,6,2
52,male,60,3,2,7,3,7,3,4,3,5,1
110,male,18,2,7,6,7,5,6,6,6,6,6
47,female,67,5,1,6,1,7,5,5,3,6,3
32,male,65,6,6,6,6,6,2,6,2,5,2
41,female,56,4,2,5,3,5,5,7,3,5,3
51,male,26,1,2,6,2,7,7,6,1,6,2
39,female,48,3,2,7,2,6,6,3,3,5,3
20,male,39,2,2,6,2,7,5,6,2,6,1
46,female,67,4,2,7,5,6,2,7,1,6,2
25,male,40,3,5,2,7,7,5,6,6,3,3
42,female,41,7,3,7,1,7,2,7,2,6,2
85,male,59,6,1,6,1,6,3,6,1,7,1
91,male,67,3,5,6,2,0,4,5,3,5,2
81,female,75,4,6,5,3,3,6,4,1,4,4
54,male,47,2,7,6,6,5,4,3,3,3,2
82,male,25,5,3,7,5,6,5,6,1,5,1
46,male,55,2,1,6,7,5,7,6,4,3,3
53,male,35,1,2,5,1,6,7,4,5,7,4
51,male,63,2,1,7,1,5,6,6,1,7,2
47,female,26,1,4,7,6,6,7,5,3,4,4
148,female,30,5,1,6,5,7,7,7,4,5,1
106,male,26,5,5,7,4,3,5,6,1,5,6
117,male,26,1,3,5,2,5,5,2,2,5,4
101,male,48,5,2,6,1,6,5,6,4,7,1
89,male,60,6,6,7,6,6,5,5,1,6,3
107,male,18,1,4,4,4,5,7,1,4,2,6
122,female,52,7,1,7,2,7,2,7,1,7,1
34,male,23,1,7,7,1,5,6,2,1,7,6
42,male,23,3,2,2,5,7,5,7,6,6,2
64,male,42,1,4,7,6,5,7,4,5,4,3
56,male,23,5,7,4,4,6,3,6,5,5,4
85,male,40,4,2,2,6,5,6,5,7,2,4
31,female,32,2,5,6,2,7,6,3,5,7,2
86,male,41,1,1,6,2,7,7,5,2,3,2
29,female,33,5,2,3,2,5,2,6,4,6,1
24,female,30,1,6,2,7,6,7,6,6,2,3
68,female,18,3,2,6,5,6,6,5,4,5,2
26,female,19,3,5,6,2,7,6,4,2,6,1
27,female,28,1,1,6,1,7,7,4,1,7,2
86,male,52,3,1,6,3,5,5,5,4,4,2
93,female,54,2,1,6,4,4,5,7,3,7,2
28,male,14,1,5,6,5,4,7,6,3,4,4
116,female,47,2,2,7,1,5,6,6,2,7,6
98,female,28,1,5,7,7,5,7,6,1,2,1
26,male,52,1,5,4,7,2,7,6,5,1,2
39,male,53,4,6,6,1,6,1,6,6,7,1
98,male,59,5,2,6,0,6,3,5,2,5,3
47,male,30,2,5,7,4,6,6,6,2,6,1
24,female,19,2,2,3,2,6,5,5,5,7,3
36,male,50,1,1,7,6,6,5,7,1,4,1
79,female,26,2,5,7,5,6,7,7,1,6,1
40,male,54,2,2,4,5,7,6,7,5,4,1
57,female,36,4,2,6,5,7,6,6,5,3,2
38,female,56,4,3,6,3,6,4,7,4,4,2
52,male,37,5,5,7,2,7,2,3,2,3,1
34,male,49,3,5,5,6,7,6,5,3,3,3
116,male,54,6,2,6,2,6,2,6,2,6,2
35,male,28,3,3,3,6,5,7,5,3,4,3
103,male,20,1,1,6,5,4,6,7,2,6,6
48,female,20,6,5,4,4,3,5,6,6,5,6
66,female,16,3,4,4,5,5,6,7,5,6,1
48,female,61,5,3,6,1,7,7,7,1,6,2
98,male,55,6,5,7,5,7,3,5,1,6,3
139,female,17,5,5,2,6,6,6,5,5,2,5
47,female,21,7,7,6,2,7,1,2,5,6,2
66,male,58,6,2,5,1,6,6,6,2,6,2
28,male,54,6,6,7,6,7,1,7,3,5,1
40,female,26,2,5,2,6,6,7,2,6,6,6
28,male,27,4,5,3,5,5,2,1,2,5,2
49,male,59,6,6,5,7,6,2,2,2,2,2
44,female,13,1,1,6,7,6,7,7,1,4,1
27,female,19,2,6,2,4,7,6,5,6,7,2
68,male,27,7,7,3,3,7,1,1,5,4,3
102,male,53,1,3,6,6,2,6,2,2,2,2
32,male,15,6,6,6,1,5,4,1,1,7,1
22,female,25,2,5,5,5,7,7,3,5,5,1
51,male,60,2,5,3,1,6,6,6,5,7,1
27,female,26,5,2,6,3,7,3,7,2,6,1
78,male,42,2,5,6,5,5,7,2,4,7,2
135,male,18,1,5,3,7,3,7,6,6,3,7
24,female,15,1,6,6,7,7,7,2,5,5,3
72,female,17,5,5,7,1,7,6,3,2,7,4
24,male,36,1,6,7,6,6,7,5,1,2,6
70,male,20,5,6,6,1,7,5,2,5,7,2
54,male,21,5,6,4,5,7,6,3,2,5,3
52,male,22,2,3,5,4,6,7,5,5,5,3
37,male,47,4,5,5,5,6,3,5,2,3,3
49,male,26,5,2,6,2,7,6,7,5,3,3
43,female,45,5,2,6,3,7,5,6,2,5,2
38,male,36,1,6,1,7,6,7,1,7,1,5
20,female,58,5,7,2,2,6,2,6,7,6,1
20,male,44,6,7,4,4,7,6,7,3,5,1
108,male,16,4,7,7,6,2,6,3,5,4,4
47,male,20,1,5,2,2,6,7,5,1,4,6
29,female,33,2,1,3,5,5,6,7,6,3,4
22,male,17,7,5,1,1,6,1,7,4,4,1
54,male,44,1,5,6,6,3,6,5,2,3,5
25,female,14,1,4,5,5,6,5,6,1,2,3
36,female,27,6,3,5,3,5,1,6,3,5,3
54,female,51,6,5,6,6,6,1,6,5,5,5
66,male,23,1,7,7,6,6,7,1,3,1,2
122,male,24,1,2,4,5,5,7,4,4,6,5
20,male,33,3,5,5,5,5,5,6,7,6,2
62,female,53,2,2,5,4,5,7,7,5,7,4
33,female,28,5,6,3,2,6,7,7,4,6,2
27,male,33,1,2,4,4,1,7,4,7,6,7
29,female,73,3,1,6,1,7,6,7,5,7,3
42,male,38,3,5,4,1,7,7,7,5,7,2
37,female,66,2,4,7,4,0,5,5,6,5,1
50,male,40,3,5,6,1,7,6,2,4,7,5
124,male,30,0,2,6,2,5,6,6,3,5,3
43,female,71,2,1,7,2,6,6,6,2,7,2
35,female,48,1,5,6,3,5,7,7,5,5,3
33,female,43,4,2,7,5,6,3,7,2,6,4
28,male,60,5,5,4,5,5,3,5,4,4,5
66,female,63,5,5,7,5,6,4,3,5,5,6
31,female,15,2,1,7,4,6,6,3,2,6,1
88,male,25,2,2,5,1,7,6,7,5,7,1
32,male,16,4,5,6,3,4,7,7,1,7,5
135,male,18,1,4,4,7,4,7,1,2,1,4
30,male,20,1,7,1,7,7,7,4,3,1,1
126,male,34,7,3,6,2,6,3,6,2,6,2
49,male,44,7,3,2,1,7,2,4,6,7,2
114,male,21,2,3,1,6,7,4,3,7,2,1
41,male,54,6,2,6,3,6,2,6,5,6,2
80,male,59,1,6,2,4,5,7,5,5,4,3
26,female,15,7,5,2,6,6,1,2,6,1,1
75,male,58,7,6,7,4,7,4,4,1,4,1
78,male,32,6,5,5,1,6,4,2,3,6,2
20,female,53,2,1,3,5,7,7,5,6,5,1
43,male,21,3,5,4,4,7,2,3,4,3,2
62,male,49,3,2,6,5,5,7,7,5,6,3
132,female,49,5,5,7,4,6,3,2,1,6,1
61,male,34,1,5,3,2,4,7,5,5,6,3
30,male,27,7,5,2,4,6,1,7,3,5,2
40,female,46,3,4,4,5,7,4,6,6,6,2
32,female,24,1,4,5,5,6,7,5,1,4,1
20,female,18,6,5,5,2,6,5,7,3,7,1
55,male,18,4,6,7,7,6,7,6,7,2,4
24,male,21,3,5,2,5,6,5,6,6,5,4
112,male,18,2,2,4,1,6,7,6,7,4,7
21,female,30,6,5,2,7,7,4,5,7,1,1
36,female,32,2,5,6,6,7,5,6,3,6,2
105,male,18,3,5,6,3,4,5,5,1,5,3
40,female,30,3,6,7,5,2,4,5,1,4,3
73,male,18,1,7,5,1,7,6,6,6,1,4
86,male,17,1,5,3,6,6,7,5,5,3,1
39,female,42,2,5,7,6,6,5,6,6,3,4
76,male,36,2,2,5,1,6,7,5,6,7,1
70,female,40,3,6,6,5,6,7,5,5,6,2
52,male,39,5,7,6,3,7,5,3,5,7,2
91,female,38,2,5,6,5,7,3,7,5,5,2
27,female,15,7,7,6,1,7,1,6,5,5,1
22,male,36,2,3,2,5,5,6,6,7,3,1
27,male,29,2,5,2,2,7,6,5,5,6,2
21,female,17,2,6,2,6,6,6,6,5,2,3
83,female,41,7,1,7,4,7,6,7,1,7,1
26,female,18,3,6,7,7,7,5,5,6,2,1
29,male,45,6,6,4,1,7,5,5,7,3,1
29,male,15,7,3,6,1,7,2,6,5,7,3
22,female,43,1,6,4,5,5,6,3,6,1,1
41,male,22,5,5,6,3,6,3,6,5,6,1
88,male,30,5,7,6,1,5,7,3,5,6,1
59,male,29,6,5,5,3,7,2,6,6,6,2
20,male,27,3,7,4,5,7,6,7,5,3,1
40,female,47,3,3,7,2,6,6,6,2,6,1
53,male,32,5,5,2,6,6,3,5,6,3,1
52,female,47,5,4,5,3,7,4,6,2,6,2
23,female,25,5,4,5,6,6,4,5,5,5,2
38,male,30,1,4,4,2,7,7,5,5,5,3
116,male,26,2,2,5,2,4,6,6,3,6,1
26,female,32,1,7,7,5,5,6,5,2,5,5
68,male,33,3,2,3,1,3,7,4,6,6,4
26,female,54,4,5,3,1,7,2,6,1,6,1
91,male,60,3,5,6,5,6,5,5,2,3,3
47,male,51,7,7,7,7,7,3,4,5,3,1
24,female,22,3,6,5,6,6,5,4,7,2,2
28,male,42,6,1,7,6,7,6,6,5,5,1
48,male,37,2,5,1,6,6,3,4,5,5,7
32,male,24,1,3,6,7,7,7,6,5,2,1
25,male,55,5,5,5,2,6,4,4,3,4,2
43,female,17,6,2,6,5,7,5,5,4,3,1
54,female,23,4,5,6,2,6,5,4,1,6,3
54,male,56,1,5,2,4,5,4,6,5,2,2
26,male,22,3,6,2,1,7,7,5,6,7,2
45,male,25,6,7,3,6,7,3,7,6,3,5
35,male,17,6,6,1,4,6,2,3,7,5,6
24,male,40,6,1,2,4,7,2,7,5,3,1
74,male,18,3,6,3,1,6,5,5,5,6,4
23,female,60,7,5,7,1,7,1,7,1,6,1
23,male,22,7,5,6,1,7,1,7,6,7,3
81,male,60,6,6,6,2,4,6,5,2,6,2
41,male,17,5,1,7,2,3,7,7,3,6,1
83,male,23,1,5,6,2,6,7,4,3,6,5
75,male,32,1,6,7,6,5,7,3,2,4,5
28,female,33,2,2,5,2,7,7,7,5,6,2
45,male,36,3,2,7,1,6,6,2,3,7,3
111,male,29,4,2,6,1,7,6,3,1,7,3
23,male,40,5,5,3,3,5,5,6,3,2,2
75,male,23,5,5,3,5,6,3,5,2,3,2
24,female,35,6,2,3,3,7,2,5,3,5,1
45,male,57,2,2,4,5,3,5,3,5,5,2
127,female,22,1,5,5,6,5,7,5,5,2,1
96,male,21,4,4,5,2,6,6,6,3,6,2
20,male,22,2,7,6,1,7,7,7,2,7,1
59,female,32,1,2,4,7,2,7,4,5,3,7
101,male,26,3,2,6,6,7,7,6,4,6,1
134,female,24,7,4,7,1,6,7,4,1,5,1
114,male,54,7,3,7,2,7,2,6,5,6,2
29,female,16,6,5,4,6,7,5,3,3,4,1
148,male,40,7,1,7,1,1,1,1,1,1,7
49,male,64,5,1,6,2,7,5,7,1,6,5
20,male,18,1,6,2,6,5,7,4,6,2,1
54,male,43,2,6,0,4,0,5,4,5,4,2
21,female,40,1,6,5,5,6,6,6,5,5,3
43,male,41,1,3,6,4,5,7,4,2,7,2
76,female,26,5,2,7,2,7,5,6,3,6,3
41,male,35,5,5,2,6,6,5,6,6,2,5
52,male,28,6,5,4,7,5,6,2,2,6,3
31,male,18,2,3,6,5,5,5,5,5,3,3
33,female,15,6,5,6,1,7,4,2,2,7,1
69,female,22,6,3,5,2,7,4,4,2,6,1
20,male,33,6,2,6,5,7,5,7,5,4,3
102,male,54,3,2,5,4,6,6,6,3,6,4
21,male,36,1,4,3,5,6,5,6,4,6,1
68,male,53,5,2,7,7,4,2,7,5,1,1
51,female,34,2,5,6,3,7,2,4,2,2,1
35,male,22,6,6,7,1,6,2,5,2,6,1
63,male,26,2,5,6,4,7,6,3,1,6,4
66,male,30,4,4,5,2,4,5,5,4,5,3
41,male,68,3,2,7,1,7,6,5,3,6,5
20,female,20,1,7,6,6,7,7,6,6,5,1
35,male,34,1,5,6,5,5,6,5,2,6,6
68,male,29,3,5,5,6,6,6,5,5,5,3
29,female,19,3,6,3,7,5,5,6,5,2,2
25,male,23,3,5,2,6,7,5,6,5,2,1
67,male,38,5,6,7,1,6,5,6,4,6,3
127,male,17,5,6,7,3,6,5,7,4,7,3
32,female,51,5,5,7,1,2,5,6,1,4,2
77,male,14,3,4,3,4,6,5,4,3,2,6
101,male,28,6,5,7,4,6,3,2,1,7,1
29,female,29,1,5,6,7,5,6,4,1,4,2
56,male,21,6,6,5,2,4,1,7,1,6,4
135,female,16,1,7,5,7,3,6,2,3,7,4
36,female,26,6,6,6,5,7,5,3,5,4,1
65,female,18,7,7,7,3,7,4,7,1,7,1
43,female,41,7,2,5,7,6,1,6,1,1,1
32,male,17,7,7,2,6,7,2,7,7,3,3
24,female,24,5,5,1,7,5,7,7,7,5,2
121,female,18,3,5,6,2,7,7,5,3,7,5
32,male,28,6,3,7,1,7,5,7,2,6,2
158,female,21,7,4,7,7,2,1,7,1,1,4
142,male,46,3,5,7,2,3,6,5,0,6,6
30,female,14,6,5,3,7,7,5,7,5,2,1
67,male,29,4,5,6,6,7,3,6,5,3,1
35,female,57,3,1,7,3,6,4,7,1,7,2
123,male,29,6,6,6,5,5,3,5,3,6,4
27,male,31,1,7,7,7,3,5,3,3,3,2
31,male,53,7,1,6,2,7,1,7,1,6,1
36,male,37,5,5,5,5,7,2,4,5,2,1
29,male,63,3,3,6,3,6,6,3,3,5,2
146,male,36,4,5,6,4,5,6,4,2,4,4
57,female,18,2,7,2,7,7,5,6,6,1,1
38,male,55,4,5,6,2,7,5,4,3,6,1
53,female,30,3,6,6,4,4,7,2,1,6,4
47,male,40,3,7,5,6,7,5,3,3,3,2
82,male,36,4,7,2,7,7,3,5,5,3,2
78,male,22,5,5,6,3,6,6,6,5,3,3
55,male,18,2,5,6,7,2,7,7,3,1,2
47,male,28,1,1,5,2,4,6,6,3,5,4
56,male,19,5,6,4,5,6,3,7,3,3,2
137,male,17,1,5,6,1,4,7,4,5,2,4
31,male,18,2,5,6,5,5,7,6,2,6,5
72,male,18,2,5,2,6,7,7,6,5,3,2
20,female,17,6,6,7,4,6,3,5,3,4,2
101,male,20,1,5,4,5,5,7,6,5,4,6
94,male,17,6,2,6,1,6,6,7,7,6,2
34,male,32,5,5,6,1,7,6,7,3,7,5
23,female,19,3,6,6,5,5,7,6,2,5,4
34,male,54,4,5,6,1,6,3,6,1,7,1
49,female,19,6,3,2,7,7,6,7,6,5,4
30,female,45,3,1,7,3,7,7,7,2,5,1
21,male,18,6,6,4,3,6,5,6,3,7,2
27,male,43,2,1,6,7,6,5,3,2,2,1
29,male,20,2,7,7,1,6,6,6,5,7,1
37,male,15,1,7,6,5,4,6,4,5,6,3
32,male,43,1,6,7,5,3,5,4,2,6,5
72,male,27,5,6,2,4,7,4,4,6,4,2
62,male,53,5,5,7,6,5,5,6,2,4,4
68,female,24,1,5,6,6,5,7,3,2,1,3
43,female,21,1,1,6,2,6,7,6,1,5,3
23,male,30,6,5,5,2,7,6,4,4,6,1
25,female,27,5,5,5,5,6,4,5,3,5,2
28,female,30,6,5,7,3,7,3,6,3,5,1
23,female,42,6,2,5,1,7,4,7,3,6,1
47,female,15,2,5,7,5,7,7,3,1,6,6
128,male,18,3,7,6,3,6,5,2,3,7,3
109,male,18,3,7,2,2,7,6,2,6,7,2
88,male,18,7,3,6,4,5,6,6,5,6,1
73,female,18,2,5,6,7,3,6,4,2,5,6
72,male,20,3,6,5,2,5,7,6,5,6,5
77,male,47,3,4,4,3,7,3,1,1,4,3
91,male,22,1,2,7,2,4,7,5,1,7,3
55,female,22,6,7,6,6,7,3,2,2,3,1
53,female,14,5,6,3,6,4,4,2,6,3,2
33,male,16,2,2,5,3,6,6,6,2,6,3
20,female,16,2,5,1,7,7,5,5,7,1,1
38,male,48,1,2,5,6,5,6,6,5,4,6
32,female,23,2,7,7,5,6,6,2,1,6,6
49,male,39,1,7,6,4,6,2,3,5,0,2
65,female,24,7,7,5,4,6,4,2,3,5,2
83,male,29,3,5,6,5,7,6,6,5,4,3
21,male,17,2,6,6,5,7,7,5,7,6,1
142,male,29,2,2,6,4,4,6,4,2,6,3
40,female,14,4,6,3,4,7,6,2,7,5,1
150,male,27,5,1,6,1,7,6,6,2,7,2
33,female,45,5,5,6,2,7,6,7,3,4,1
33,male,64,5,1,7,1,7,6,6,2,6,2
23,female,29,4,6,5,6,7,4,6,5,3,2
91,female,43,3,5,6,5,5,5,6,3,4,3
35,female,39,4,5,6,6,7,5,5,2,3,2
21,male,34,3,5,5,6,6,7,7,5,5,1
112,male,25,5,3,5,3,5,5,5,5,5,3
35,male,64,6,2,7,2,7,5,6,2,6,2
108,male,14,3,6,4,5,5,5,3,5,4,2
37,male,38,2,2,6,2,6,6,6,2,6,3
20,male,20,2,5,4,2,6,6,6,5,6,1
28,female,24,5,1,7,2,7,5,7,1,7,2
36,male,15,2,5,5,2,5,7,5,5,5,5
29,female,20,2,6,3,7,7,7,6,2,3,1
52,male,20,7,6,5,2,6,3,6,5,6,2
52,male,17,2,5,3,3,6,5,5,6,6,3
57,male,19,2,3,7,6,6,7,7,2,5,1
37,male,16,6,6,5,3,6,4,5,6,6,3
37,male,17,1,5,3,4,5,7,5,5,6,2
68,female,79,2,3,6,4,6,2,4,1,4,3
48,male,19,1,5,4,6,6,5,4,3,3,1
129,male,32,4,2,6,1,5,5,4,5,6,2
20,female,39,7,6,7,5,7,1,7,1,6,1
98,male,55,2,2,3,6,6,7,7,5,4,2
34,female,17,3,4,5,7,5,4,5,4,1,2
24,male,47,5,6,5,3,5,4,5,3,5,4
72,male,20,3,5,3,5,3,5,4,6,3,6
153,male,21,1,4,7,2,5,7,1,4,5,4
113,male,32,5,4,3,2,5,4,3,5,4,3
33,female,17,2,2,5,7,5,6,6,4,3,7
61,female,25,6,5,6,6,7,3,6,5,2,2
80,female,56,6,2,6,6,6,2,7,5,5,2
57,male,21,2,5,6,2,6,5,5,1,6,1
48,male,66,7,2,7,1,6,2,6,4,7,1
27,male,22,1,7,2,5,7,5,1,7,3,1
25,male,16,1,6,5,6,7,6,6,5,4,3
33,male,29,1,5,6,5,5,5,5,3,5,3
36,male,31,2,6,7,5,6,7,6,2,7,5
81,female,24,6,1,7,1,7,1,6,3,7,4
40,male,30,5,4,7,4,4,3,7,2,4,1
39,male,24,3,3,6,5,3,6,6,2,5,5
126,male,16,1,5,6,7,5,6,3,3,5,4
52,male,17,1,6,6,1,7,7,1,2,7,1
97,male,17,5,5,3,5,3,5,6,5,7,4
172,male,17,5,4,6,1,3,2,1,3,3,7
46,male,15,5,4,7,2,7,6,4,1,4,3
20,male,61,7,7,7,5,7,2,6,5,5,1
79,male,31,7,1,5,6,7,3,7,5,3,1
61,male,68,3,5,3,6,6,6,5,5,3,5
155,male,50,7,1,7,1,7,1,3,3,6,2
132,female,14,1,1,6,5,4,7,7,3,6,5
105,female,22,5,6,6,7,6,5,5,5,3,2
29,female,15,2,2,2,5,7,5,2,7,2,1
60,male,34,1,7,4,1,7,7,1,4,7,1
58,male,25,2,5,6,5,5,6,3,2,4,1
39,female,25,6,5,3,6,7,3,5,5,4,1
26,male,23,1,4,2,7,7,7,4,6,1,1
36,male,23,2,5,4,6,7,4,7,7,1,1
55,male,16,1,6,5,5,6,7,2,4,5,2
87,male,31,6,5,6,4,5,3,6,2,6,3
23,male,22,1,6,5,2,7,7,4,5,7,2
54,male,24,1,1,2,1,7,7,7,6,6,2
90,female,38,4,4,4,1,7,3,5,2,7,1
34,male,18,7,7,5,6,6,2,6,4,2,1
30,female,17,6,7,7,5,7,2,4,1,6,1
20,female,60,6,2,6,1,6,3,6,3,7,2
38,male,29,1,6,7,4,6,7,2,1,6,1
54,female,21,3,1,6,6,7,7,6,3,4,4
41,female,46,3,5,7,3,7,6,6,3,6,2
69,male,24,3,5,6,2,7,4,5,3,4,2
70,female,49,5,5,7,5,7,2,7,1,6,6
47,female,58,5,1,6,5,6,2,7,3,7,2
56,male,43,3,2,6,2,5,4,5,1,6,2
37,female,32,5,5,5,5,4,3,6,4,3,4
32,male,39,5,2,6,6,5,7,6,2,5,7
49,male,30,1,5,6,2,6,7,5,5,7,7
42,female,24,4,6,2,5,7,4,6,7,7,4
47,male,28,1,6,1,3,5,7,1,6,5,2
93,male,43,2,5,6,3,5,6,4,4,6,3
88,male,14,2,6,6,6,7,7,5,5,3,2
20,male,40,1,1,6,2,7,7,3,2,7,1
27,female,21,1,3,7,2,7,7,5,2,6,2
30,male,14,7,7,6,5,6,1,1,2,6,2
28,female,19,6,5,7,1,7,1,5,7,6,4
34,male,28,1,5,3,6,6,6,3,5,5,3
52,male,20,5,7,6,6,7,3,4,6,3,1
37,male,70,5,5,7,2,7,6,6,1,7,2
126,male,18,6,6,5,7,7,7,1,7,6,7
50,male,46,2,4,4,2,6,6,4,4,6,3
31,male,20,3,7,4,1,7,6,6,6,7,1
123,male,15,6,4,5,2,7,4,5,4,6,4
80,male,22,2,6,6,2,5,6,6,3,5,2
54,male,40,1,4,7,3,7,7,5,2,4,2
91,male,23,3,4,4,5,4,6,5,5,5,4
26,male,25,6,4,5,6,6,5,7,2,4,1
148,male,39,5,6,6,6,3,6,6,3,6,6
20,male,49,6,6,6,5,6,5,5,5,2,1
36,male,19,1,7,3,5,6,6,4,2,3,2
38,female,20,1,5,6,2,5,7,2,1,7,7
24,female,29,6,6,3,6,7,4,4,4,4,1
39,female,49,6,4,7,2,7,2,7,2,6,2
35,male,23,1,7,7,6,6,7,5,5,6,2
99,female,30,6,4,7,5,7,7,4,1,4,1
73,male,21,1,7,7,4,6,6,3,4,1,7
131,male,28,5,6,7,2,6,6,2,1,6,1
41,male,39,1,5,2,7,7,6,3,4,2,1
112,male,23,3,3,5,6,5,5,5,5,3,3
86,male,21,1,7,7,3,7,6,5,1,7,1
43,male,17,1,7,4,1,7,2,2,7,6,1
59,male,46,6,6,4,2,4,5,6,2,6,2
71,male,14,2,5,4,1,6,5,1,4,1,3
38,female,56,4,1,7,5,6,4,6,5,7,2
136,male,27,4,5,5,2,6,7,7,5,6,2
32,male,17,2,4,5,6,6,3,5,5,3,6
48,male,74,3,2,4,2,6,5,4,5,6,2
53,male,20,6,5,6,6,6,4,7,5,7,1
53,female,23,1,1,6,4,5,7,5,6,5,3
27,female,35,1,1,6,7,7,7,7,6,4,1
76,male,44,4,5,6,7,7,7,6,1,3,1
54,male,16,5,4,5,5,6,3,6,5,2,1
95,male,33,5,3,2,7,7,4,6,6,2,2
32,female,24,5,5,6,3,6,5,6,5,6,1
40,male,38,3,6,5,4,6,5,3,3,5,3
28,male,30,1,6,2,3,7,4,6,7,6,2
154,male,38,7,7,7,2,4,1,7,1,4,1
120,male,18,2,4,4,5,4,7,1,1,2,5
165,male,17,6,5,7,5,2,6,4,1,7,1
36,female,29,3,1,6,7,7,6,7,5,2,2
20,male,16,4,1,6,5,7,4,7,5,3,1
55,male,28,7,7,7,1,7,5,6,1,7,1
31,male,31,5,7,2,5,7,1,6,6,3,1
49,male,60,2,7,6,6,6,6,3,5,5,4
63,male,15,2,5,2,5,5,3,6,5,4,5
106,male,30,1,5,7,2,3,6,2,1,6,5
70,male,16,6,5,5,4,5,5,6,5,6,2
64,male,16,3,6,7,5,4,6,7,1,6,5
29,male,48,2,2,7,5,7,6,7,2,6,1
48,female,16,1,6,4,7,7,7,1,4,3,4
20,male,29,5,6,6,3,6,4,6,7,5,1
99,male,15,3,6,5,3,5,6,2,7,6,2
43,female,14,7,5,3,4,7,2,5,5,4,2
22,male,31,6,2,5,1,6,5,5,4,7,1
71,male,20,3,5,6,7,7,6,6,5,3,2
26,male,24,2,5,5,6,6,6,5,3,3,2
104,male,60,6,5,5,2,6,2,7,3,6,1
20,male,35,3,5,6,5,6,6,5,4,6,3
42,male,38,1,3,7,1,2,7,2,1,6,5
123,male,21,2,6,4,5,6,5,2,3,3,1
34,female,55,5,4,7,4,6,1,6,1,4,1
40,female,30,6,5,3,6,7,2,3,5,4,3
47,female,60,6,5,5,5,3,5,5,3,4,3
50,male,65,6,1,7,1,7,7,3,1,7,1
80,male,21,5,6,1,1,6,6,1,4,5,3
20,male,53,6,1,7,1,7,1,4,1,7,4
52,male,44,5,4,6,1,7,5,6,1,7,1
21,female,21,5,5,3,6,5,5,5,4,3,2
27,female,54,6,5,6,6,7,5,7,6,4,1
57,female,46,2,5,6,2,6,5,5,3,5,2
64,male,15,6,1,7,5,7,4,7,7,4,4
62,male,54,2,7,4,1,3,7,6,2,7,4
50,male,30,3,3,7,1,7,6,6,2,6,1
32,male,13,5,0,3,5,6,3,5,1,3,7
129,male,68,7,5,7,5,5,4,6,1,4,1
51,female,49,3,6,3,6,7,4,7,2,3,2
121,male,25,6,5,5,3,7,1,6,5,6,1
32,female,15,3,2,6,6,7,6,3,6,2,1
55,male,14,2,3,6,6,6,7,3,1,6,7
76,male,28,3,7,7,1,7,7,6,5,5,1
157,male,20,5,7,5,2,3,2,4,1,5,3
120,male,54,5,5,0,7,1,1,4,2,1,4
75,female,37,1,1,7,6,7,7,7,1,7,1
47,female,19,3,5,6,3,6,7,6,3,5,2
21,female,47,6,5,7,1,7,1,7,1,7,6
105,female,36,4,4,7,5,5,4,5,1,3,3
31,male,17,2,5,4,5,6,7,6,5,7,2
77,male,17,5,7,6,5,7,6,5,6,5,2
34,male,26,3,5,5,2,7,7,4,4,4,4
25,female,17,2,6,3,5,5,7,6,7,3,7
32,female,46,7,2,7,2,7,2,7,2,7,1
84,male,17,7,1,7,1,7,1,7,1,7,1
69,female,15,1,6,0,0,0,0,0,0,7,0
67,male,18,2,3,3,1,6,6,5,5,6,4
23,male,44,5,2,5,1,7,5,6,7,7,1
36,male,54,2,5,6,1,6,6,6,3,7,6
119,male,25,6,6,5,5,6,5,7,5,6,2
154,male,26,5,5,7,6,5,5,6,4,3,5
32,male,54,4,5,7,3,7,5,5,1,4,1
43,male,16,7,5,3,6,7,1,5,4,3,1
128,male,17,5,1,7,2,6,6,7,5,7,2
36,male,57,7,6,7,1,6,1,5,1,3,4
44,male,54,7,1,6,1,7,1,7,2,7,1
72,male,27,7,4,5,6,5,2,6,5,3,5
36,male,38,1,5,7,4,5,7,5,5,7,2
129,female,27,4,4,5,3,6,6,6,4,5,3
51,male,18,7,7,2,4,7,1,6,3,6,5
42,female,17,2,5,7,2,5,7,6,3,4,1
31,female,31,7,6,5,2,7,1,6,2,6,1
26,male,30,6,7,5,5,7,2,5,4,4,1
34,female,33,4,3,5,1,7,4,6,4,5,1
21,male,28,6,6,5,1,6,7,7,1,7,1
31,female,23,5,3,5,1,6,5,6,1,7,1
22,male,34,3,6,6,5,7,6,7,5,3,2
23,male,19,2,5,5,6,6,7,5,2,6,4
28,male,20,7,6,6,1,7,2,7,3,7,1
45,male,31,2,5,6,2,5,6,6,5,7,3
113,female,16,2,6,3,5,5,5,3,5,6,6
75,male,25,1,5,6,2,6,7,4,4,6,4
78,male,19,5,4,7,5,7,4,1,1,6,1
102,male,19,3,7,3,6,4,4,3,6,2,3
77,male,18,2,5,2,6,6,7,7,6,6,6
22,male,53,5,6,2,6,7,2,7,6,6,1
47,male,16,2,7,2,4,7,5,2,5,6,5
43,female,26,6,7,7,1,7,6,7,5,7,1
